CropType,LoanName,Location,LandType,LandSize,Income
Groundnut,Organic Farming Loan,Bengaluru Rural,Dryland,4.07,24468
Rice,Kisan Credit Card,Shivamogga,Irrigated,1.4,38270
Millets,Organic Farming Loan,Chitradurga,Dryland,2.19,18200
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,0.8,97672
Organic Vegetables,Organic Farming Loan,Dharwad,Irrigated,2.59,49014
Fish Farming,NABARD Infrastructure Loan,Dakshina Kannada,Wetland,1.49,94222
Maize,Farm Mechanization Loan,Gadag,Rainfed,3.94,27644
Coffee,Plantation Development Loan,Chikkamagaluru,Black cotton soil land,1.34,88073
Coffee,Horticulture Loan,Kodagu,Black cotton soil land,0.84,89488
Floriculture,Floriculture Loan,Tumakuru,Irrigated,1.37,70949
Beekeeping,Agri Clinic Loan,Shivamogga,Dryland,1.68,59913
Silk,Agricultural Term Loan,Ramanagara,Irrigated,1.5,52226
Pulses,NABARD Loan,Raichur,Dryland,2.92,19191
Rice,Kisan Credit Card,Shivamogga,Irrigated,2.13,30648
Floriculture,Floriculture Loan,Bengaluru Urban,Irrigated,0.88,68312
Silk,Agricultural Term Loan,Chikkaballapur,Dryland,1.76,62648
Coffee,Horticulture Loan,Hassan,Wetland,1.58,79436
Organic Vegetables,Organic Farming Loan,Tumakuru,Dryland,2.13,45365
Sugarcane,Irrigation Loan,Belagavi,Irrigated,5.28,50987
Groundnut,Organic Farming Loan,Bengaluru Rural,Dryland,2.53,22241
Banana,Irrigation Loan,Mysuru,Irrigated,3.15,43407
Wheat,Crop Loan,Bagalkot,Dryland,2.94,33250
Rice,Irrigation Loan,Mandya,Wetland,2.64,32562
Coconut,Plantation Loan,Dakshina Kannada,Coastal loamy,1.07,45721
Maize,Farm Mechanization Loan,Gadag,Rainfed,3.8,24500
Wheat,PM Kisan Loan,Kalaburagi,Dryland,3.4,27856
Cotton,Kisan Credit Card,Ballari,Black cotton soil land,4.76,37559
Groundnut,Organic Farming Loan,Chikkaballapur,Black cotton soil land,2.37,29654
Sugarcane,Agricultural Term Loan,Bagalkot,Irrigated,3.56,47994
Coconut,Plantation Loan,Udupi,Coastal loamy,4.0,55901
Coffee,Horticulture Loan,Hassan,Black cotton soil land,0.56,85243
Banana,Irrigation Loan,Mandya,Irrigated,1.58,45347
Silk,Agricultural Term Loan,Chikkaballapur,Dryland,1.28,62266
Silk,Agricultural Term Loan,Kolar,Dryland,1.52,71632
Groundnut,Crop Loan,Bengaluru Rural,Dryland,2.06,20681
Wheat,Crop Loan,Kalaburagi,Irrigated,4.72,31413
Cotton,Pest Management Loan,Haveri,Dryland,3.74,32873
Beekeeping,Apiculture Loan,Kodagu,Forest edge,1.15,62786
Beekeeping,Apiculture Loan,Chamarajanagar,Forest edge,0.67,63030
Fish Farming,Fisheries Loan,Udupi,Wetland,2.09,61234
Coconut,Plantation Loan,Udupi,Irrigated,2.86,56412
Cotton,Crop Loan,Haveri,Dryland,2.12,41054
Cotton,Crop Loan,Dharwad,Dryland,3.13,35605
Mango,Horticulture Loan,Chikkaballapur,Dryland,2.76,49509
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,1.27,90715
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,2.14,77244
Maize,Farm Mechanization Loan,Gadag,Rainfed,2.59,33666
Coconut,Agri Infrastructure Loan,Tumakuru,Irrigated,3.76,55520
Wheat,PM Kisan Loan,Bagalkot,Dryland,4.3,26862
Silk,NABARD Loan,Chikkaballapur,Dryland,1.97,53525
Maize,Farm Mechanization Loan,Chikkaballapur,Rainfed,4.6,27542
Maize,Farm Mechanization Loan,Chikkaballapur,Dryland,2.7,32688
Silk,Sericulture Loan,Kolar,Irrigated,1.96,53749
Coffee,Plantation Development Loan,Hassan,Black cotton soil land,0.92,82252
Silk,NABARD Loan,Kolar,Irrigated,1.94,71263
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,0.68,85345
Coffee,Plantation Development Loan,Kodagu,Black cotton soil land,0.7,68878
Silk,Sericulture Loan,Chikkaballapur,Dryland,2.85,71627
Coffee,Plantation Development Loan,Kodagu,Black cotton soil land,1.97,71860
Sugarcane,Farm Mechanization Loan,Mysuru,Irrigated,5.47,48060
Rice,Irrigation Loan,Raichur,Irrigated,3.94,39407
Pulses,NABARD Loan,Bidar,Dryland,3.46,19747
Silk,Agricultural Term Loan,Kolar,Dryland,1.13,69049
Beekeeping,Apiculture Loan,Kodagu,Forest edge,0.79,58529
Mango,Horticulture Loan,Ramanagara,Dryland,1.75,54147
Organic Vegetables,Horticulture Loan,Dharwad,Dryland,1.82,36990
Wheat,PM Kisan Loan,Vijayapura,Dryland,2.23,32840
Rice,Crop Loan,Shivamogga,Irrigated,2.21,38486
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Coastal loamy,2.81,48526
Coconut,Agri Infrastructure Loan,Udupi,Irrigated,1.58,55103
Cotton,Pest Management Loan,Ballari,Black cotton soil land,3.47,38265
Floriculture,NABARD Loan,Doddaballapura,Irrigated,1.34,77078
Organic Vegetables,Horticulture Loan,Mysuru,Dryland,2.29,49977
Coffee,Horticulture Loan,Chikkamagaluru,Black cotton soil land,1.16,76603
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,2.48,64480
Cotton,Pest Management Loan,Ballari,Black cotton soil land,4.76,34913
Beekeeping,Agri Clinic Loan,Shivamogga,Dryland,1.98,65026
Beekeeping,Apiculture Loan,Chamarajanagar,Dryland,1.96,53065
Mango,Organic Farming Loan,Chikkaballapur,Black cotton soil land,3.98,54195
Organic Vegetables,Organic Farming Loan,Dharwad,Irrigated,2.84,35782
Groundnut,Organic Farming Loan,Chikkaballapur,Black cotton soil land,2.42,26271
Floriculture,NABARD Loan,Bengaluru Urban,Irrigated,0.59,51516
Rice,Crop Loan,Raichur,Wetland,2.32,37991
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,2.44,97444
Silk,NABARD Loan,Kolar,Irrigated,1.43,64156
Wheat,PM Kisan Loan,Vijayapura,Dryland,3.46,26088
Groundnut,Crop Loan,Chikkaballapur,Black cotton soil land,4.69,33242
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,1.37,88471
Floriculture,NABARD Loan,Bengaluru Urban,Irrigated,1.44,75844
Groundnut,Crop Loan,Bengaluru Rural,Black cotton soil land,2.02,24984
Millets,PM Kisan Loan,Tumakuru,Dryland,2.63,19280
Beekeeping,Agri Clinic Loan,Shivamogga,Forest edge,1.23,52050
Beekeeping,Apiculture Loan,Shivamogga,Forest edge,1.82,52670
Sugarcane,Irrigation Loan,Bagalkot,Black cotton soil land,5.56,48456
Organic Vegetables,Horticulture Loan,Dharwad,Irrigated,2.51,47923
Millets,PM Kisan Loan,Koppal,Dryland,4.34,15160
Cotton,Pest Management Loan,Ballari,Black cotton soil land,3.56,33314
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,1.8,86583
Coffee,NABARD Loan,Kodagu,Black cotton soil land,1.04,78080
Coconut,Agri Infrastructure Loan,Udupi,Coastal loamy,1.76,48690
Coconut,Plantation Loan,Udupi,Coastal loamy,1.41,43039
Cotton,Kisan Credit Card,Haveri,Black cotton soil land,2.32,31137
Floriculture,NABARD Loan,Bengaluru Urban,Polyhouse,0.95,68268
Coffee,Horticulture Loan,Hassan,Wetland,0.94,85359
Rice,Kisan Credit Card,Shivamogga,Wetland,3.29,39827
Organic Vegetables,Horticulture Loan,Mysuru,Dryland,3.0,42041
Wheat,Crop Loan,Vijayapura,Irrigated,2.12,32669
Maize,Farm Mechanization Loan,Chikkaballapur,Dryland,4.47,33487
Rice,Kisan Credit Card,Mandya,Wetland,3.11,34125
Fish Farming,Fisheries Loan,Uttara Kannada,Wetland,1.89,93976
Groundnut,Crop Loan,Chikkaballapur,Black cotton soil land,4.2,33981
Silk,NABARD Loan,Ramanagara,Dryland,1.66,54476
Coffee,NABARD Loan,Chikkamagaluru,Wetland,1.54,83658
Cotton,Kisan Credit Card,Ballari,Dryland,3.36,36322
Rice,Crop Loan,Mysuru,Wetland,1.19,30203
Banana,Irrigation Loan,Hassan,Wetland,2.38,45167
Wheat,PM Kisan Loan,Kalaburagi,Dryland,2.12,27724
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,1.72,62750
Groundnut,Organic Farming Loan,Tumakuru,Dryland,3.64,20580
Wheat,Crop Loan,Vijayapura,Irrigated,4.67,26356
Pulses,PM Kisan Loan,Raichur,Dryland,3.58,24024
Rice,Kisan Credit Card,Mandya,Wetland,2.12,32853
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,1.06,77859
Mango,Horticulture Loan,Kolar,Dryland,3.54,41802
Silk,Agricultural Term Loan,Ramanagara,Dryland,1.86,60516
Rice,Crop Loan,Raichur,Irrigated,3.11,32307
Sugarcane,Agricultural Term Loan,Mandya,Irrigated,5.26,53630
Rice,Kisan Credit Card,Shivamogga,Wetland,1.78,39520
Coconut,Plantation Loan,Udupi,Coastal loamy,1.65,48621
Silk,Agricultural Term Loan,Kolar,Irrigated,2.43,69775
Coffee,NABARD Loan,Chikkamagaluru,Black cotton soil land,1.67,79737
Silk,NABARD Loan,Ramanagara,Dryland,2.48,71069
Wheat,PM Kisan Loan,Kalaburagi,Irrigated,4.71,33444
Floriculture,Floriculture Loan,Doddaballapura,Polyhouse,1.53,72471
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,2.43,93800
Silk,Sericulture Loan,Kolar,Irrigated,1.56,69676
Wheat,Crop Loan,Kalaburagi,Irrigated,3.21,27439
Organic Vegetables,Horticulture Loan,Mysuru,Irrigated,1.46,42891
Pulses,NABARD Loan,Gadag,Rainfed,1.23,19872
Beekeeping,Apiculture Loan,Shivamogga,Dryland,0.83,55810
Sugarcane,Irrigation Loan,Mysuru,Black cotton soil land,2.37,55209
Maize,Farm Mechanization Loan,Gadag,Rainfed,2.13,32345
Coconut,Plantation Loan,Dakshina Kannada,Coastal loamy,2.06,41642
Sugarcane,Farm Mechanization Loan,Mysuru,Black cotton soil land,2.36,54718
Silk,Sericulture Loan,Ramanagara,Irrigated,2.48,74584
Floriculture,Floriculture Loan,Doddaballapura,Irrigated,1.61,54564
Groundnut,Organic Farming Loan,Chikkaballapur,Dryland,2.07,26473
Cotton,Crop Loan,Gadag,Dryland,3.03,44718
Banana,Horticulture Loan,Mysuru,Irrigated,3.39,40747
Millets,Soil Health Card Loan,Ballari,Rainfed,3.3,19278
Coffee,Horticulture Loan,Chikkamagaluru,Black cotton soil land,0.95,74108
Pulses,Organic Farming Loan,Raichur,Dryland,1.59,22604
Wheat,PM Kisan Loan,Bagalkot,Irrigated,2.77,27063
Fish Farming,Fisheries Loan,Uttara Kannada,Wetland,1.94,73478
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,1.1,92342
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,1.84,93390
Millets,Organic Farming Loan,Chitradurga,Dryland,3.48,16275
Organic Vegetables,Horticulture Loan,Mysuru,Dryland,2.6,44590
Organic Vegetables,Organic Farming Loan,Mysuru,Irrigated,1.21,41008
Beekeeping,Apiculture Loan,Chamarajanagar,Dryland,1.3,69976
Mango,Organic Farming Loan,Chikkaballapur,Dryland,3.44,53570
Coconut,Plantation Loan,Tumakuru,Coastal loamy,1.71,59345
Floriculture,Floriculture Loan,Bengaluru Urban,Polyhouse,1.22,57680
Organic Vegetables,Organic Farming Loan,Dharwad,Dryland,1.96,49880
Silk,Agricultural Term Loan,Chikkaballapur,Dryland,2.6,74973
Sugarcane,Agricultural Term Loan,Mysuru,Irrigated,2.95,59516
Silk,Sericulture Loan,Kolar,Irrigated,1.76,51628
Maize,Farm Mechanization Loan,Davanagere,Rainfed,4.35,30890
Organic Vegetables,Horticulture Loan,Dharwad,Irrigated,2.61,45684
Sugarcane,Agricultural Term Loan,Mandya,Irrigated,4.54,56083
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Irrigated,3.98,59849
Wheat,Crop Loan,Kalaburagi,Dryland,4.53,33714
Coffee,NABARD Loan,Chikkamagaluru,Black cotton soil land,0.78,85052
Beekeeping,Apiculture Loan,Kodagu,Dryland,0.7,56380
Maize,Farm Mechanization Loan,Davanagere,Dryland,4.65,24531
Mango,Horticulture Loan,Chikkaballapur,Black cotton soil land,2.23,44153
Silk,Sericulture Loan,Kolar,Irrigated,1.93,59871
Banana,Irrigation Loan,Mysuru,Irrigated,2.4,42237
Groundnut,Organic Farming Loan,Chikkaballapur,Dryland,3.95,32433
Rice,Irrigation Loan,Mandya,Wetland,1.68,31081
Coconut,Plantation Loan,Tumakuru,Irrigated,1.05,48156
Pulses,NABARD Loan,Raichur,Dryland,2.02,24028
Millets,PM Kisan Loan,Tumakuru,Rainfed,2.44,18179
Organic Vegetables,Organic Farming Loan,Tumakuru,Irrigated,1.21,49905
Groundnut,Organic Farming Loan,Bengaluru Rural,Dryland,2.05,34577
Cotton,Pest Management Loan,Ballari,Black cotton soil land,2.38,44296
Floriculture,Floriculture Loan,Tumakuru,Polyhouse,1.95,76756
Floriculture,NABARD Loan,Tumakuru,Polyhouse,1.07,78501
Beekeeping,Agri Clinic Loan,Kodagu,Forest edge,1.98,61204
Rice,Crop Loan,Raichur,Irrigated,1.59,30071
Floriculture,NABARD Loan,Tumakuru,Polyhouse,1.18,53891
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,0.88,99767
Groundnut,Organic Farming Loan,Bengaluru Rural,Black cotton soil land,3.55,28597
Cotton,Kisan Credit Card,Ballari,Dryland,3.43,34929
Mango,Horticulture Loan,Kolar,Black cotton soil land,1.49,58229
Coconut,Plantation Loan,Udupi,Irrigated,3.87,44759
Millets,PM Kisan Loan,Tumakuru,Dryland,3.72,15872
Mango,Organic Farming Loan,Ramanagara,Black cotton soil land,3.67,40516
Organic Vegetables,Organic Farming Loan,Tumakuru,Dryland,1.13,45987
Floriculture,Floriculture Loan,Doddaballapura,Polyhouse,1.74,74510
Rice,Crop Loan,Shivamogga,Irrigated,1.34,30127
Wheat,Crop Loan,Vijayapura,Irrigated,3.57,27021
Millets,PM Kisan Loan,Chitradurga,Dryland,4.09,18083
Banana,Irrigation Loan,Hassan,Wetland,2.05,43028
Wheat,Crop Loan,Vijayapura,Dryland,2.15,25584
Wheat,PM Kisan Loan,Vijayapura,Dryland,2.48,30439
Silk,NABARD Loan,Kolar,Irrigated,1.67,56293
Cotton,Crop Loan,Gadag,Dryland,4.45,43147
Beekeeping,Apiculture Loan,Chamarajanagar,Dryland,0.85,66974
Floriculture,NABARD Loan,Tumakuru,Irrigated,1.05,62439
Wheat,PM Kisan Loan,Vijayapura,Irrigated,3.0,28724
Groundnut,Crop Loan,Tumakuru,Dryland,2.93,20849
Beekeeping,Agri Clinic Loan,Shivamogga,Dryland,0.71,61662
Beekeeping,Agri Clinic Loan,Shivamogga,Dryland,1.22,65888
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,0.88,75778
Rice,Irrigation Loan,Mandya,Irrigated,1.48,35804
Maize,Crop Loan,Gadag,Rainfed,3.34,22391
Cotton,Pest Management Loan,Ballari,Dryland,3.32,32607
Pulses,NABARD Loan,Gadag,Rainfed,1.82,23605
Mango,Horticulture Loan,Kolar,Black cotton soil land,3.51,40740
Groundnut,Organic Farming Loan,Chikkaballapur,Dryland,4.05,21672
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,0.54,95803
Coconut,Plantation Loan,Udupi,Irrigated,2.21,42066
Coconut,Plantation Loan,Udupi,Coastal loamy,3.95,59607
Coconut,Plantation Loan,Dakshina Kannada,Coastal loamy,3.1,46301
Cotton,Pest Management Loan,Haveri,Black cotton soil land,3.75,40865
Pulses,PM Kisan Loan,Bidar,Rainfed,1.1,19226
Banana,Horticulture Loan,Mysuru,Wetland,3.5,53585
Silk,Sericulture Loan,Ramanagara,Irrigated,1.08,70239
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,2.46,77489
Coconut,Agri Infrastructure Loan,Tumakuru,Irrigated,2.99,45446
Wheat,Crop Loan,Kalaburagi,Dryland,2.07,25055
Rice,Crop Loan,Shivamogga,Irrigated,2.16,35646
Sugarcane,Irrigation Loan,Mandya,Black cotton soil land,3.6,46557
Maize,Farm Mechanization Loan,Chikkaballapur,Dryland,3.04,32437
Coffee,NABARD Loan,Kodagu,Black cotton soil land,1.44,66310
Maize,Farm Mechanization Loan,Davanagere,Rainfed,4.6,33543
Rice,Crop Loan,Mandya,Irrigated,1.4,33150
Maize,Crop Loan,Chikkaballapur,Dryland,4.72,32918
Rice,Irrigation Loan,Mandya,Wetland,1.09,37336
Organic Vegetables,Organic Farming Loan,Tumakuru,Irrigated,1.8,45210
Wheat,Crop Loan,Kalaburagi,Dryland,4.55,31011
Organic Vegetables,Organic Farming Loan,Mysuru,Irrigated,1.92,48048
Coffee,Horticulture Loan,Chikkamagaluru,Black cotton soil land,1.47,74666
Coffee,Horticulture Loan,Chikkamagaluru,Wetland,1.09,77432
Banana,Irrigation Loan,Mysuru,Irrigated,3.16,51539
Groundnut,Crop Loan,Chikkaballapur,Black cotton soil land,4.88,20876
Rice,Kisan Credit Card,Shivamogga,Irrigated,1.74,31543
Beekeeping,Agri Clinic Loan,Shivamogga,Dryland,0.93,67989
Pulses,Organic Farming Loan,Gadag,Dryland,3.44,19197
Wheat,Crop Loan,Bagalkot,Dryland,1.86,25297
Sugarcane,Irrigation Loan,Belagavi,Black cotton soil land,2.07,48269
Coconut,Agri Infrastructure Loan,Tumakuru,Irrigated,2.95,42265
Beekeeping,Apiculture Loan,Kodagu,Forest edge,0.83,54963
Sugarcane,Agricultural Term Loan,Bagalkot,Irrigated,5.88,45136
Maize,Farm Mechanization Loan,Chikkaballapur,Dryland,3.04,33691
Coffee,Horticulture Loan,Kodagu,Wetland,0.6,78284
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,1.06,79828
Wheat,Crop Loan,Kalaburagi,Dryland,2.71,33732
Coffee,Horticulture Loan,Kodagu,Black cotton soil land,0.59,77687
Floriculture,NABARD Loan,Bengaluru Urban,Polyhouse,0.65,75110
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,1.79,69739
Floriculture,NABARD Loan,Doddaballapura,Irrigated,0.85,72071
Maize,Farm Mechanization Loan,Davanagere,Rainfed,4.88,28423
Fish Farming,Fisheries Loan,Udupi,Wetland,1.78,73435
Banana,Horticulture Loan,Hassan,Wetland,3.1,48562
Organic Vegetables,Horticulture Loan,Tumakuru,Irrigated,2.85,40782
Cotton,Crop Loan,Dharwad,Black cotton soil land,3.28,43671
Rice,Kisan Credit Card,Shivamogga,Irrigated,1.73,35614
Organic Vegetables,Organic Farming Loan,Dharwad,Irrigated,1.95,36482
Wheat,Crop Loan,Vijayapura,Dryland,4.33,28479
Coconut,Agri Infrastructure Loan,Tumakuru,Coastal loamy,1.94,51937
Pulses,NABARD Loan,Bidar,Dryland,2.57,18808
Rice,Crop Loan,Mandya,Wetland,3.21,34053
Wheat,Crop Loan,Vijayapura,Dryland,4.35,32669
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,1.44,98408
Coconut,Plantation Loan,Udupi,Irrigated,1.03,59373
Banana,Horticulture Loan,Mysuru,Irrigated,2.57,50065
Cotton,Kisan Credit Card,Haveri,Black cotton soil land,2.86,35482
Mango,Organic Farming Loan,Chikkaballapur,Dryland,2.05,41622
Coconut,Plantation Loan,Dakshina Kannada,Coastal loamy,2.21,59919
Silk,Sericulture Loan,Chikkaballapur,Irrigated,2.26,70915
Rice,Irrigation Loan,Mandya,Wetland,2.38,39641
Organic Vegetables,Horticulture Loan,Tumakuru,Irrigated,1.74,42560
Sugarcane,Farm Mechanization Loan,Mandya,Black cotton soil land,2.28,53242
Mango,Horticulture Loan,Kolar,Dryland,2.32,57252
Groundnut,Crop Loan,Bengaluru Rural,Dryland,2.65,34252
Mango,Organic Farming Loan,Ramanagara,Dryland,1.79,53241
Cotton,Pest Management Loan,Dharwad,Dryland,2.96,32205
Rice,Irrigation Loan,Shivamogga,Wetland,2.82,34467
Maize,Crop Loan,Gadag,Rainfed,2.97,28700
Millets,Organic Farming Loan,Ballari,Rainfed,3.44,17029
Organic Vegetables,Organic Farming Loan,Mysuru,Irrigated,2.5,36118
Cotton,Crop Loan,Ballari,Dryland,2.14,30886
Pulses,Organic Farming Loan,Raichur,Dryland,3.04,20130
Silk,Sericulture Loan,Kolar,Irrigated,2.23,51027
Pulses,Organic Farming Loan,Gadag,Rainfed,1.44,19819
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,2.49,90167
Beekeeping,Apiculture Loan,Kodagu,Dryland,0.96,57332
Sugarcane,Agricultural Term Loan,Bagalkot,Black cotton soil land,3.36,49636
Floriculture,Floriculture Loan,Tumakuru,Polyhouse,0.98,59865
Coconut,Agri Infrastructure Loan,Udupi,Coastal loamy,1.14,52087
Rice,Crop Loan,Raichur,Wetland,3.89,38041
Sugarcane,Farm Mechanization Loan,Belagavi,Black cotton soil land,4.85,51158
Cotton,Kisan Credit Card,Dharwad,Black cotton soil land,4.66,35163
Organic Vegetables,Organic Farming Loan,Mysuru,Dryland,2.04,47547
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,1.97,88493
Coffee,Horticulture Loan,Kodagu,Black cotton soil land,0.73,85628
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,1.81,73712
Floriculture,Floriculture Loan,Bengaluru Urban,Polyhouse,1.78,58245
Mango,Horticulture Loan,Kolar,Black cotton soil land,3.8,35866
Floriculture,Floriculture Loan,Tumakuru,Polyhouse,0.62,71801
Silk,Sericulture Loan,Kolar,Dryland,2.44,63669
Cotton,Pest Management Loan,Haveri,Black cotton soil land,2.94,37229
Groundnut,Crop Loan,Bengaluru Rural,Dryland,2.65,33045
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,1.66,82773
Organic Vegetables,Horticulture Loan,Tumakuru,Dryland,1.09,41985
Organic Vegetables,Organic Farming Loan,Dharwad,Dryland,2.37,37096
Rice,Irrigation Loan,Raichur,Irrigated,2.66,31492
Wheat,Crop Loan,Vijayapura,Irrigated,4.27,29935
Wheat,Crop Loan,Vijayapura,Irrigated,5.0,34188
Silk,Sericulture Loan,Chikkaballapur,Dryland,2.28,65795
Coffee,NABARD Loan,Kodagu,Black cotton soil land,1.35,77588
Rice,Crop Loan,Mysuru,Wetland,3.88,36355
Millets,Soil Health Card Loan,Koppal,Rainfed,2.03,21513
Coffee,Plantation Development Loan,Kodagu,Wetland,1.17,60815
Pulses,NABARD Loan,Gadag,Dryland,1.16,20250
Wheat,Crop Loan,Kalaburagi,Irrigated,1.94,26821
Silk,Sericulture Loan,Ramanagara,Irrigated,2.89,63239
Floriculture,Floriculture Loan,Bengaluru Urban,Irrigated,1.87,58454
Fish Farming,NABARD Infrastructure Loan,Dakshina Kannada,Wetland,1.23,64765
Pulses,Organic Farming Loan,Bidar,Dryland,1.59,20077
Sugarcane,Irrigation Loan,Mysuru,Irrigated,2.76,46526
Wheat,Crop Loan,Bagalkot,Irrigated,4.4,33170
Banana,Horticulture Loan,Mysuru,Wetland,3.32,54964
Pulses,PM Kisan Loan,Gadag,Dryland,3.43,19903
Mango,Organic Farming Loan,Kolar,Dryland,3.71,47613
Maize,Crop Loan,Gadag,Dryland,3.92,21080
Mango,Horticulture Loan,Chikkaballapur,Dryland,3.35,46532
Rice,Crop Loan,Mysuru,Wetland,2.03,38855
Organic Vegetables,Organic Farming Loan,Tumakuru,Dryland,2.18,47866
Rice,Kisan Credit Card,Raichur,Irrigated,3.04,33711
Coffee,Horticulture Loan,Kodagu,Wetland,0.65,79387
Fish Farming,Fisheries Loan,Uttara Kannada,Wetland,1.51,65554
Fish Farming,NABARD Infrastructure Loan,Dakshina Kannada,Wetland,1.62,89535
Beekeeping,Apiculture Loan,Kodagu,Dryland,1.73,60449
Pulses,PM Kisan Loan,Raichur,Dryland,3.42,23010
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,1.33,87204
Cotton,Pest Management Loan,Ballari,Dryland,3.75,35563
Millets,PM Kisan Loan,Chitradurga,Rainfed,4.82,19555
Mango,Horticulture Loan,Chikkaballapur,Dryland,3.37,53891
Coconut,Agri Infrastructure Loan,Tumakuru,Irrigated,3.02,51847
Silk,NABARD Loan,Chikkaballapur,Dryland,1.14,63356
Banana,Horticulture Loan,Mandya,Irrigated,3.37,48778
Maize,Crop Loan,Davanagere,Rainfed,3.11,33218
Rice,Kisan Credit Card,Mysuru,Wetland,3.61,38838
Pulses,NABARD Loan,Gadag,Rainfed,3.52,20320
Millets,PM Kisan Loan,Koppal,Dryland,2.15,17399
Cotton,Pest Management Loan,Haveri,Black cotton soil land,3.98,38115
Silk,Sericulture Loan,Ramanagara,Dryland,2.31,66275
Coconut,Agri Infrastructure Loan,Tumakuru,Coastal loamy,3.42,41255
Groundnut,Organic Farming Loan,Chikkaballapur,Dryland,3.95,34792
Pulses,Organic Farming Loan,Dharwad,Dryland,3.9,20537
Wheat,Crop Loan,Vijayapura,Irrigated,2.88,27957
Beekeeping,Agri Clinic Loan,Kodagu,Forest edge,1.12,67376
Beekeeping,Apiculture Loan,Chamarajanagar,Forest edge,0.65,61536
Mango,Organic Farming Loan,Chikkaballapur,Black cotton soil land,1.95,39874
Coconut,Agri Infrastructure Loan,Udupi,Coastal loamy,2.77,53311
Millets,Soil Health Card Loan,Tumakuru,Dryland,3.27,18733
Cotton,Kisan Credit Card,Haveri,Black cotton soil land,4.32,35395
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,1.44,80603
Mango,Horticulture Loan,Chikkaballapur,Black cotton soil land,2.33,59563
Fish Farming,NABARD Infrastructure Loan,Dakshina Kannada,Wetland,1.44,88436
